time	V_out	V_in
3.162650667390410e-04	5.377231e-02	-7.397585e-02
3.242650667390420e-04	1.941153e-01	-8.035541e-02
3.322650667390431e-04	3.325004e-01	-8.592355e-02
3.402650667390442e-04	4.675304e-01	-9.062403e-02
3.482650667390452e-04	5.978416e-01	-9.440939e-02
3.562650667390463e-04	7.221181e-01	-9.724141e-02
3.642650667390473e-04	8.391050e-01	-9.909149e-02
3.722650667390484e-04	9.476211e-01	-9.994095e-02
3.802650667390495e-04	1.046570e+00	-9.978121e-02
3.882650667390505e-04	1.134954e+00	-9.861387e-02
3.962650667390516e-04	1.211879e+00	-9.645075e-02
4.042650667390527e-04	1.276569e+00	-9.331366e-02
4.122650667390537e-04	1.328370e+00	-8.923429e-02
4.202650667390548e-04	1.366760e+00	-8.425385e-02
4.282650667390558e-04	1.391351e+00	-7.842261e-02
4.362650667390569e-04	1.401895e+00	-7.179945e-02
4.442650667390580e-04	1.398284e+00	-6.445128e-02
4.522650667390590e-04	1.380556e+00	-5.645227e-02
4.602650667390601e-04	1.348889e+00	-4.788321e-02
4.682650667390612e-04	1.303604e+00	-3.883063e-02
4.762650667390622e-04	1.245157e+00	-2.938594e-02
4.842650667390633e-04	1.174140e+00	-1.964450e-02
4.922650667390643e-04	1.091268e+00	-9.704705e-03
5.002650667390654e-04	9.973785e-01	3.330921e-04
5.082650667390665e-04	8.934201e-01	1.036753e-02
5.162650667390675e-04	7.804423e-01	2.029727e-02
5.242650667390686e-04	6.595860e-01	3.002205e-02
5.322650667390696e-04	5.320716e-01	3.944367e-02
5.402650667390707e-04	3.991866e-01	4.846699e-02
5.482650667390718e-04	2.622730e-01	5.700089e-02
5.562650667390728e-04	1.227134e-01	6.495920e-02
5.642650667390739e-04	-1.808314e-02	7.226156e-02
5.722650667390750e-04	-1.586947e-01	7.883421e-02
5.802650667390760e-04	-2.977014e-01	8.461080e-02
5.882650667390771e-04	-4.336997e-01	8.953300e-02
5.962650667390781e-04	-5.653161e-01	9.355109e-02
6.042650667390792e-04	-6.912216e-01	9.662452e-02
6.122650667390803e-04	-8.101448e-01	9.872222e-02
6.202650667390813e-04	-9.208850e-01	9.982304e-02
6.282650667390824e-04	-1.022324e+00	9.991584e-02
6.362650667390835e-04	-1.113437e+00	9.899969e-02
6.442650667390845e-04	-1.193304e+00	9.708386e-02
6.522650667390856e-04	-1.261119e+00	9.418767e-02
6.602650667390866e-04	-1.316197e+00	9.034038e-02
6.682650667390877e-04	-1.357981e+00	8.558083e-02
6.762650667390888e-04	-1.386051e+00	7.995710e-02
6.842650667390898e-04	-1.400122e+00	7.352596e-02
6.922650667390909e-04	-1.400052e+00	6.635235e-02
7.002650667390919e-04	-1.385842e+00	5.850872e-02
7.082650667390930e-04	-1.357635e+00	5.007428e-02
7.162650667390941e-04	-1.315717e+00	4.113418e-02
7.242650667390951e-04	-1.260511e+00	3.177871e-02
7.322650667390962e-04	-1.192573e+00	2.210234e-02
7.402650667390973e-04	-1.112591e+00	1.220279e-02
7.482650667390983e-04	-1.021371e+00	2.180009e-03
7.562650667390994e-04	-9.198356e-01	-7.864784e-03
7.642650667391004e-04	-8.090091e-01	-1.783016e-02
7.722650667391015e-04	-6.900110e-01	-2.761549e-02
7.802650667391026e-04	-5.640427e-01	-3.712195e-02
7.882650667391036e-04	-4.323765e-01	-4.625356e-02
7.962650667391047e-04	-2.963419e-01	-5.491811e-02
8.042650667391057e-04	-1.573124e-01	-6.302809e-02
8.122650667391068e-04	-1.669206e-02	-7.050161e-02
8.202650667391079e-04	1.240992e-01	-7.726322e-02
8.282650667391089e-04	2.636396e-01	-8.324462e-02
8.362650667391100e-04	4.005201e-01	-8.838542e-02
8.442650667391111e-04	5.333585e-01	-9.263371e-02
8.522650667391121e-04	6.608134e-01	-9.594659e-02
8.602650667391132e-04	7.815978e-01	-9.829059e-02
8.682650667391142e-04	8.944920e-01	-9.964207e-02
8.762650667391153e-04	9.983559e-01	-9.998737e-02
8.842650667391164e-04	1.092141e+00	-9.932299e-02
8.922650667391174e-04	1.174900e+00	-9.765565e-02
9.002650667391185e-04	1.245797e+00	-9.500219e-02
9.082650667391196e-04	1.304116e+00	-9.138940e-02
9.162650667391206e-04	1.349269e+00	-8.685377e-02
9.242650667391217e-04	1.380799e+00	-8.144109e-02
9.322650667391227e-04	1.398389e+00	-7.520602e-02
9.402650667391238e-04	1.401859e+00	-6.821152e-02
9.482650667391249e-04	1.391177e+00	-6.052822e-02
9.562650667391259e-04	1.366448e+00	-5.223371e-02
9.642650667391270e-04	1.327924e+00	-4.341175e-02
9.722650667391280e-04	1.275992e+00	-3.415142e-02
9.802650667391291e-04	1.211178e+00	-2.454622e-02
9.882650667391302e-04	1.134136e+00	-1.469316e-02
9.962650667391312e-04	1.045643e+00	-4.691733e-03
9.999999999999974e-04	-nan	-nan
