Sample,Time(S),CH1(V),CH2(V)
1378,-0.000222,-0.100191,1.38294
1379,-0.000221,-0.100191,1.38901
1380,-0.00022,-0.100191,1.39508
1381,-0.000219,-0.100191,1.40115
1382,-0.000218,-0.100191,1.40571
1383,-0.000217,-0.100191,1.4133
1384,-0.000216,-0.100191,1.41937
1385,-0.000215,-0.100191,1.42393
1386,-0.000214,-0.0986729,1.43152
1387,-0.000213,-0.101709,1.43455
1388,-0.000212,-0.100191,1.44214
1389,-0.000211,-0.100191,1.44518
1390,-0.00021,-0.101709,1.45277
1391,-0.000209,-0.0986729,1.45884
1392,-0.000208,-0.0986729,1.46339
1393,-0.000207,-0.101709,1.46947
1394,-0.000206,-0.100191,1.47402
1395,-0.000205,-0.100191,1.48009
1396,-0.000204,-0.100191,1.48465
1397,-0.000203,-0.100191,1.4892
1398,-0.000202,-0.100191,1.49527
1399,-0.000201,-0.100191,1.49983
1400,-0.0002,-0.100191,1.50438
1401,-0.000199,-0.100191,1.51045
1402,-0.000198,-0.100191,1.51501
1403,-0.000197,-0.100191,1.52108
1404,-0.000196,-0.0986729,1.52412
1405,-0.000195,-0.101709,1.52867
1406,-0.000194,-0.101709,1.53474
1407,-0.000193,-0.0986729,1.53778
1408,-0.000192,-0.100191,1.54233
1409,-0.000191,-0.100191,1.54841
1410,-0.00019,-0.101709,1.55296
1411,-0.000189,-0.0986729,1.556
1412,-0.000188,-0.100191,1.56055
1413,-0.000187,-0.100191,1.56662
1414,-0.000186,-0.101709,1.56814
1415,-0.000185,-0.0986729,1.57421
1416,-0.000184,-0.100191,1.57725
1417,-0.000183,-0.100191,1.5818
1418,-0.000182,-0.100191,1.58332
1419,-0.000181,-0.100191,1.59091
1420,-0.00018,-0.0986729,1.59243
1421,-0.000179,-0.101709,1.5985
1422,-0.000178,-0.0971548,1.60154
1423,-0.000177,-0.0971548,1.60457
1424,-0.000176,-0.0971548,1.60761
1425,-0.000175,-0.0971548,1.61216
1426,-0.000174,-0.0986729,1.61368
1427,-0.000173,-0.0956368,1.61672
1428,-0.000172,-0.0971548,1.61975
1429,-0.000171,-0.0971548,1.62279
1430,-0.00017,-0.0971548,1.62431
1431,-0.000169,-0.0971548,1.62734
1432,-0.000168,-0.0971548,1.63038
1433,-0.000167,-0.0971548,1.63342
1434,-0.000166,-0.0971548,1.63645
1435,-0.000165,-0.0971548,1.63949
1436,-0.000164,-0.0971548,1.64101
1437,-0.000163,-0.0971548,1.64404
1438,-0.000162,-0.0971548,1.64708
1439,-0.000161,-0.0971548,1.6486
1440,-0.00016,-0.0956368,1.65163
1441,-0.000159,-0.0986729,1.65315
1442,-0.000158,-0.0971548,1.6577
1443,-0.000157,-0.0971548,1.65922
1444,-0.000156,-0.0971548,1.66226
1445,-0.000155,-0.0956368,1.66378
1446,-0.000154,-0.100191,1.66681
1447,-0.000153,-0.0956368,1.66833
1448,-0.000152,-0.100191,1.67137
1449,-0.000151,-0.0956368,1.67288
1450,-0.00015,-0.0986729,1.67592
1451,-0.000149,-0.0971548,1.67896
1452,-0.000148,-0.0971548,1.68047
1453,-0.000147,-0.0971548,1.68351
1454,-0.000146,-0.0926007,1.68503
1455,-0.000145,-0.0926007,1.68503
1456,-0.000144,-0.0910827,1.68655
1457,-0.000143,-0.0971548,1.68807
1458,-0.000142,-0.0910827,1.68958
1459,-0.000141,-0.0926007,1.6911
1460,-0.00014,-0.0926007,1.6911
1461,-0.000139,-0.0926007,1.69414
1462,-0.000138,-0.0910827,1.69566
1463,-0.000137,-0.0956368,1.69414
1464,-0.000136,-0.0880466,1.69717
1465,-0.000135,-0.0895646,1.69566
1466,-0.000134,-0.0895646,1.69869
1467,-0.000133,-0.0895646,1.69869
1468,-0.000132,-0.0895646,1.69717
1469,-0.000131,-0.0895646,1.70173
1470,-0.00013,-0.0880466,1.69869
1471,-0.000129,-0.0910827,1.70173
1472,-0.000128,-0.0910827,1.69869
1473,-0.000127,-0.0910827,1.70325
1474,-0.000126,-0.0880466,1.70325
1475,-0.000125,-0.0895646,1.70325
1476,-0.000124,-0.0895646,1.70325
1477,-0.000123,-0.0910827,1.70476
1478,-0.000122,-0.0910827,1.70476
1479,-0.000121,-0.0895646,1.70476
1480,-0.00012,-0.0895646,1.70628
1481,-0.000119,-0.0865285,1.70628
1482,-0.000118,-0.0865285,1.70628
1483,-0.000117,-0.0865285,1.70476
1484,-0.000116,-0.0865285,1.70476
1485,-0.000115,-0.0865285,1.70476
1486,-0.000114,-0.0865285,1.70476
1487,-0.000113,-0.0865285,1.70476
1488,-0.000112,-0.0865285,1.70173
1489,-0.000111,-0.0819744,1.70173
1490,-0.00011,-0.0834924,1.70173
1491,-0.000109,-0.0834924,1.70173
1492,-0.000108,-0.0834924,1.69869
1493,-0.000107,-0.0834924,1.69566
1494,-0.000106,-0.0834924,1.69566
1495,-0.000105,-0.0834924,1.69566
1496,-0.000104,-0.0834924,1.69566
1497,-0.000103,-0.0834924,1.69414
1498,-0.000102,-0.0834924,1.6911
1499,-0.000101,-0.0834924,1.69262
1500,-0.0001,-0.0834924,1.68958
1501,-9.9e-05,-0.0834924,1.68958
1502,-9.8e-05,-0.0804563,1.68958
1503,-9.7e-05,-0.0789383,1.68655
1504,-9.6e-05,-0.0804563,1.68655
1505,-9.5e-05,-0.0804563,1.68351
1506,-9.4e-05,-0.0804563,1.68199
1507,-9.3e-05,-0.0804563,1.68199
1508,-9.2e-05,-0.0774203,1.67896
1509,-9.1e-05,-0.0743842,1.67592
1510,-9e-05,-0.0743842,1.67288
1511,-8.9e-05,-0.0789383,1.67137
1512,-8.8e-05,-0.0759022,1.66833
1513,-8.7e-05,-0.0774203,1.66681
1514,-8.6e-05,-0.0774203,1.66529
1515,-8.5e-05,-0.0774203,1.66226
1516,-8.4e-05,-0.0759022,1.65922
1517,-8.3e-05,-0.0774203,1.65922
1518,-8.2e-05,-0.0774203,1.65619
1519,-8.1e-05,-0.0774203,1.65315
1520,-8e-05,-0.0743842,1.65011
1521,-7.9e-05,-0.0728661,1.6486
1522,-7.8e-05,-0.0728661,1.64556
1523,-7.7e-05,-0.0728661,1.64252
1524,-7.6e-05,-0.0728661,1.64101
1525,-7.5e-05,-0.0728661,1.63797
1526,-7.4e-05,-0.068312,1.63493
1527,-7.3e-05,-0.068312,1.62886
1528,-7.2e-05,-0.068312,1.62583
1529,-7.1e-05,-0.068312,1.62279
1530,-7e-05,-0.068312,1.61975
1531,-6.9e-05,-0.068312,1.6152
1532,-6.8e-05,-0.068312,1.61672
1533,-6.7e-05,-0.0667939,1.60761
1534,-6.6e-05,-0.06983,1.60609
1535,-6.5e-05,-0.06983,1.60305
1536,-6.4e-05,-0.0667939,1.60002
1537,-6.3e-05,-0.0652759,1.59698
1538,-6.2e-05,-0.0622398,1.59395
1539,-6.1e-05,-0.0667939,1.58787
1540,-6e-05,-0.0652759,1.58332
1541,-5.9e-05,-0.0622398,1.58028
1542,-5.8e-05,-0.0622398,1.57573
1543,-5.7e-05,-0.0652759,1.57269
1544,-5.6e-05,-0.0607218,1.56662
1545,-5.5e-05,-0.0622398,1.5651
1546,-5.4e-05,-0.0622398,1.55751
1547,-5.3e-05,-0.0622398,1.556
1548,-5.2e-05,-0.0607218,1.54992
1549,-5.1e-05,-0.0637579,1.54841
1550,-5e-05,-0.0607218,1.54385
1551,-4.9e-05,-0.0576857,1.53778
1552,-4.8e-05,-0.0592037,1.53322
1553,-4.7e-05,-0.0592037,1.53019
1554,-4.6e-05,-0.0592037,1.52412
1555,-4.5e-05,-0.0592037,1.52108
1556,-4.4e-05,-0.0546496,1.51501
1557,-4.3e-05,-0.0561676,1.51045
1558,-4.2e-05,-0.0561676,1.50438
1559,-4.1e-05,-0.0561676,1.49983
1560,-4e-05,-0.0561676,1.49527
1561,-3.9e-05,-0.0561676,1.49072
1562,-3.8e-05,-0.0561676,1.48465
1563,-3.7e-05,-0.0546496,1.48009
1564,-3.6e-05,-0.0546496,1.47402
1565,-3.5e-05,-0.0516135,1.46947
1566,-3.4e-05,-0.0516135,1.46491
1567,-3.3e-05,-0.0516135,1.45732
1568,-3.2e-05,-0.0516135,1.45429
1569,-3.1e-05,-0.0485774,1.44518
1570,-3e-05,-0.0485774,1.44214
1571,-2.9e-05,-0.0485774,1.43607
1572,-2.8e-05,-0.0440233,1.43
1573,-2.7e-05,-0.0485774,1.42393
1574,-2.6e-05,-0.0485774,1.41634
1575,-2.5e-05,-0.0500955,1.4133
1576,-2.4e-05,-0.0455413,1.40723
1577,-2.3e-05,-0.0455413,1.39964
1578,-2.2e-05,-0.0425052,1.39508
1579,-2.1e-05,-0.0425052,1.38901
1580,-2e-05,-0.0425052,1.38446
1581,-1.9e-05,-0.0425052,1.37687
1582,-1.8e-05,-0.0409872,1.37079
1583,-1.7e-05,-0.0409872,1.36472
1584,-1.6e-05,-0.0409872,1.35865
1585,-1.5e-05,-0.0409872,1.35106
1586,-1.4e-05,-0.0409872,1.34499
1587,-1.3e-05,-0.0409872,1.33892
1588,-1.2e-05,-0.0409872,1.32981
1589,-1.1e-05,-0.0409872,1.32373
1590,-1e-05,-0.0379511,1.31766
1591,-9e-06,-0.0379511,1.31159
1592,-8e-06,-0.0364331,1.304
1593,-7e-06,-0.0379511,1.29641
1594,-6e-06,-0.034915,1.29034
1595,-5e-06,-0.034915,1.28275
1596,-4e-06,-0.034915,1.27668
1597,-3e-06,-0.034915,1.2706
1598,-2e-06,-0.034915,1.25998
1599,-1e-06,-0.034915,1.2539
1600,0,-0.034915,1.24783
1601,1e-06,-0.033397,1.24024
1602,2e-06,-0.033397,1.23265
1603,3e-06,-0.0303609,1.2281
1604,4e-06,-0.0303609,1.21899
1605,5e-06,-0.0318789,1.2114
1606,6e-06,-0.0303609,1.20381
1607,7e-06,-0.0273248,1.19774
1608,8e-06,-0.0288428,1.19015
1609,9e-06,-0.0258068,1.18104
1610,1e-05,-0.0273248,1.17345
1611,1.1e-05,-0.0273248,1.16586
1612,1.2e-05,-0.0273248,1.15827
1613,1.3e-05,-0.0273248,1.15068
1614,1.4e-05,-0.0288428,1.14309
1615,1.5e-05,-0.0212526,1.1355
1616,1.6e-05,-0.0227707,1.12487
1617,1.7e-05,-0.0212526,1.1188
1618,1.8e-05,-0.0212526,1.11121
1619,1.9e-05,-0.0197346,1.10514
1620,2e-05,-0.0197346,1.09299
1621,2.1e-05,-0.0197346,1.08692
1622,2.2e-05,-0.0197346,1.08085
1623,2.3e-05,-0.0197346,1.0687
1624,2.4e-05,-0.0197346,1.06263
1625,2.5e-05,-0.0182165,1.05504
1626,2.6e-05,-0.0182165,1.04745
1627,2.7e-05,-0.0166985,1.03834
1628,2.8e-05,-0.0166985,1.02772
1629,2.9e-05,-0.0151804,1.02164
1630,3e-05,-0.0151804,1.01254
1631,3.1e-05,-0.0121444,1.00343
1632,3.2e-05,-0.0136624,0.995837
1633,3.3e-05,-0.0121444,0.985211
1634,3.4e-05,-0.0121444,0.976102
1635,3.5e-05,-0.0136624,0.97003
1636,3.6e-05,-0.0136624,0.959404
1637,3.7e-05,-0.0136624,0.951814
1638,3.8e-05,-0.0106263,0.944224
1639,3.9e-05,-0.00910827,0.935115
1640,4e-05,-0.00910827,0.926007
1641,4.1e-05,-0.00910827,0.915381
1642,4.2e-05,-0.0106263,0.906272
1643,4.3e-05,-0.00910827,0.9002
1644,4.4e-05,-0.0106263,0.889574
1645,4.5e-05,-0.0106263,0.880466
1646,4.6e-05,-0.0106263,0.874394
1647,4.7e-05,-0.0106263,0.865285
1648,4.8e-05,-0.0106263,0.856177
1649,4.9e-05,-0.0106263,0.847069
1650,5e-05,-0.00607218,0.840997
1651,5.1e-05,-0.00759022,0.83037
1652,5.2e-05,-0.00759022,0.821262
1653,5.3e-05,-0.00759022,0.81519
1654,5.4e-05,-0.00303609,0.806082
1655,5.5e-05,-0.00455413,0.795455
1656,5.6e-05,-0.00455413,0.789383
1657,5.7e-05,-0.00455413,0.777239
1658,5.8e-05,-0.00455413,0.769648
1659,5.9e-05,-0.00455413,0.76054
1660,6e-05,-0.00455413,0.75295
1661,6.1e-05,0,0.743842
1662,6.2e-05,0.00303609,0.733215
1663,6.3e-05,0,0.725625
1664,6.4e-05,0.00151804,0.716517
1665,6.5e-05,0.00151804,0.707409
1666,6.6e-05,0.00455413,0.6983
1667,6.7e-05,0.00303609,0.687674
1668,6.8e-05,0.00607218,0.678566
1669,6.9e-05,0.00607218,0.670976
1670,7e-05,0.00607218,0.660349
1671,7.1e-05,0.00303609,0.651241
1672,7.2e-05,0.00455413,0.642133
1673,7.3e-05,0.00759022,0.634543
1674,7.4e-05,0.00759022,0.625434
1675,7.5e-05,0.00910827,0.614808
1676,7.6e-05,0.00759022,0.6057
1677,7.7e-05,0.0106263,0.595073
1678,7.8e-05,0.0106263,0.585965
1679,7.9e-05,0.0136624,0.576857
1680,8e-05,0.0106263,0.566231
1681,8.1e-05,0.0121444,0.557122
1682,8.2e-05,0.0121444,0.544978
1683,8.3e-05,0.0121444,0.538906
1684,8.4e-05,0.0106263,0.529797
1685,8.5e-05,0.0151804,0.519171
1686,8.6e-05,0.0151804,0.510063
1687,8.7e-05,0.0151804,0.499437
1688,8.8e-05,0.0166985,0.490328
1689,8.9e-05,0.0182165,0.478184
1690,9e-05,0.0182165,0.469076
1691,9.1e-05,0.0197346,0.459967
1692,9.2e-05,0.0197346,0.449341
1693,9.3e-05,0.0182165,0.440233
1694,9.4e-05,0.0182165,0.429607
1695,9.5e-05,0.0197346,0.420498
1696,9.6e-05,0.0197346,0.409872
1697,9.7e-05,0.0197346,0.400764
1698,9.8e-05,0.0242887,0.391655
1699,9.9e-05,0.0242887,0.381029
1700,0.0001,0.0242887,0.371921
1701,0.000101,0.0242887,0.361295
1702,0.000102,0.0273248,0.352186
1703,0.000103,0.0273248,0.340042
1704,0.000104,0.0273248,0.330934
1705,0.000105,0.0242887,0.320307
1706,0.000106,0.0273248,0.311199
1707,0.000107,0.0273248,0.302091
1708,0.000108,0.0273248,0.291465
1709,0.000109,0.0273248,0.282356
1710,0.00011,0.0303609,0.270212
1711,0.000111,0.0303609,0.259586
1712,0.000112,0.0303609,0.253513
1713,0.000113,0.0303609,0.241369
1714,0.000114,0.0318789,0.232261
1715,0.000115,0.034915,0.221634
1716,0.000116,0.034915,0.211008
1717,0.000117,0.0318789,0.200382
1718,0.000118,0.033397,0.189756
1719,0.000119,0.033397,0.179129
1720,0.00012,0.033397,0.170021
1721,0.000121,0.034915,0.157877
1722,0.000122,0.034915,0.148768
1723,0.000123,0.0379511,0.141178
1724,0.000124,0.0379511,0.127516
1725,0.000125,0.0379511,0.118407
1726,0.000126,0.0364331,0.107781
1727,0.000127,0.0394692,0.0986729
1728,0.000128,0.0409872,0.0880466
1729,0.000129,0.0409872,0.0759022
1730,0.00013,0.0409872,0.0652759
1731,0.000131,0.0409872,0.0576857
1732,0.000132,0.0409872,0.0440233
1733,0.000133,0.0394692,0.034915
1734,0.000134,0.0425052,0.0258068
1735,0.000135,0.0394692,0.0151804
1736,0.000136,0.0440233,0.00607218
1737,0.000137,0.0440233,-0.00607218
1738,0.000138,0.0440233,-0.0151804
1739,0.000139,0.0440233,-0.0273248
1740,0.00014,0.0440233,-0.0364331
1741,0.000141,0.0485774,-0.0455413
1742,0.000142,0.0485774,-0.0592037
1743,0.000143,0.0485774,-0.0667939
1744,0.000144,0.0485774,-0.0789383
1745,0.000145,0.0485774,-0.0880466
1746,0.000146,0.0485774,-0.0986729
1747,0.000147,0.0470594,-0.107781
1748,0.000148,0.0485774,-0.118407
1749,0.000149,0.0470594,-0.127516
1750,0.00015,0.0516135,-0.13966
1751,0.000151,0.0516135,-0.148768
1752,0.000152,0.0516135,-0.159395
1753,0.000153,0.0516135,-0.170021
1754,0.000154,0.0500955,-0.179129
1755,0.000155,0.0546496,-0.189756
1756,0.000156,0.0546496,-0.2019
1757,0.000157,0.0546496,-0.212526
1758,0.000158,0.0546496,-0.220116
1759,0.000159,0.0546496,-0.233779
1760,0.00016,0.0546496,-0.239851
1761,0.000161,0.0546496,-0.251995
1762,0.000162,0.0546496,-0.262622
1763,0.000163,0.0531316,-0.27173
1764,0.000164,0.0546496,-0.282356
1765,0.000165,0.0576857,-0.291465
1766,0.000166,0.0592037,-0.302091
1767,0.000167,0.0561676,-0.311199
1768,0.000168,0.0576857,-0.321825
1769,0.000169,0.0576857,-0.332452
1770,0.00017,0.0592037,-0.34156
1771,0.000171,0.0592037,-0.350668
1772,0.000172,0.0622398,-0.362813
1773,0.000173,0.0622398,-0.371921
1774,0.000174,0.0592037,-0.381029
1775,0.000175,0.0607218,-0.390137
1776,0.000176,0.0607218,-0.400764
1777,0.000177,0.0607218,-0.412908
1778,0.000178,0.0622398,-0.420498
1779,0.000179,0.0622398,-0.429607
1780,0.00018,0.0622398,-0.440233
1781,0.000181,0.0607218,-0.449341
1782,0.000182,0.0652759,-0.458449
1783,0.000183,0.0622398,-0.469076
1784,0.000184,0.0652759,-0.478184
1785,0.000185,0.0667939,-0.48881
1786,0.000186,0.0637579,-0.4964
1787,0.000187,0.0667939,-0.508545
1788,0.000188,0.0713481,-0.517653
1789,0.000189,0.0713481,-0.526761
1790,0.00019,0.068312,-0.537388
1791,0.000191,0.068312,-0.546496
1792,0.000192,0.0667939,-0.55864
1793,0.000193,0.0713481,-0.564712
1794,0.000194,0.0713481,-0.578375
1795,0.000195,0.0713481,-0.585965
1796,0.000196,0.068312,-0.595073
1797,0.000197,0.068312,-0.6057
1798,0.000198,0.068312,-0.61329
1799,0.000199,0.068312,-0.62088
1800,0.0002,0.0743842,-0.631506
1801,0.000201,0.0743842,-0.640615
1802,0.000202,0.0743842,-0.651241
1803,0.000203,0.0743842,-0.660349
1804,0.000204,0.0743842,-0.670976
1805,0.000205,0.0743842,-0.678566
1806,0.000206,0.0728661,-0.687674
1807,0.000207,0.0774203,-0.695264
1808,0.000208,0.0774203,-0.704373
1809,0.000209,0.0789383,-0.714999
1810,0.00021,0.0759022,-0.724107
1811,0.000211,0.0774203,-0.733215
1812,0.000212,0.0774203,-0.74536
1813,0.000213,0.0774203,-0.751432
1814,0.000214,0.0774203,-0.763576
1815,0.000215,0.0774203,-0.769648
1816,0.000216,0.0774203,-0.780275
1817,0.000217,0.0774203,-0.787865
1818,0.000218,0.0774203,-0.796973
1819,0.000219,0.0759022,-0.8076
1820,0.00022,0.0759022,-0.81519
1821,0.000221,0.0774203,-0.821262
1822,0.000222,0.0759022,-0.83037
1823,0.000223,0.0804563,-0.83796
1824,0.000224,0.0789383,-0.847069
1825,0.000225,0.0789383,-0.857695
1826,0.000226,0.0789383,-0.865285
1827,0.000227,0.0774203,-0.875912
1828,0.000228,0.0819744,-0.883502
1829,0.000229,0.0789383,-0.889574
1830,0.00023,0.0804563,-0.898682
1831,0.000231,0.0789383,-0.906272
1832,0.000232,0.0834924,-0.915381
1833,0.000233,0.0834924,-0.926007
1834,0.000234,0.0819744,-0.933597
1835,0.000235,0.0804563,-0.941187
1836,0.000236,0.0834924,-0.948778
1837,0.000237,0.0834924,-0.957886
1838,0.000238,0.0834924,-0.968512
1839,0.000239,0.0834924,-0.976102
1840,0.00024,0.0834924,-0.982175
1841,0.000241,0.0819744,-0.992801
1842,0.000242,0.0819744,-0.998873
1843,0.000243,0.0834924,-1.00646
1844,0.000244,0.0834924,-1.01405
1845,0.000245,0.0834924,-1.02316
1846,0.000246,0.0834924,-1.02923
1847,0.000247,0.0804563,-1.03834
1848,0.000248,0.0819744,-1.04441
1849,0.000249,0.0819744,-1.05352
1850,0.00025,0.0819744,-1.06111
1851,0.000251,0.0819744,-1.06719
1852,0.000252,0.0804563,-1.07326
1853,0.000253,0.0834924,-1.07933
1854,0.000254,0.0819744,-1.08844
1855,0.000255,0.0865285,-1.09451
1856,0.000256,0.0865285,-1.10058
1857,0.000257,0.0865285,-1.10817
1858,0.000258,0.0865285,-1.11728
1859,0.000259,0.0865285,-1.12335
1860,0.00026,0.0865285,-1.13094
1861,0.000261,0.0850105,-1.13853
1862,0.000262,0.0865285,-1.14461
1863,0.000263,0.0865285,-1.15371
1864,0.000264,0.0865285,-1.15979
1865,0.000265,0.0834924,-1.16586
1866,0.000266,0.0850105,-1.17193
1867,0.000267,0.0850105,-1.18104
1868,0.000268,0.0834924,-1.18711
1869,0.000269,0.0865285,-1.19166
1870,0.00027,0.0850105,-1.19925
1871,0.000271,0.0834924,-1.20533
1872,0.000272,0.0865285,-1.2114
1873,0.000273,0.0865285,-1.21747
1874,0.000274,0.0895646,-1.22506
1875,0.000275,0.0895646,-1.23113
1876,0.000276,0.0895646,-1.23721
1877,0.000277,0.0895646,-1.24783
1878,0.000278,0.0895646,-1.25239
1879,0.000279,0.0895646,-1.25846
1880,0.00028,0.0895646,-1.26453
1881,0.000281,0.0865285,-1.27212
1882,0.000282,0.0895646,-1.27668
1883,0.000283,0.0895646,-1.28275
1884,0.000284,0.0895646,-1.29034
1885,0.000285,0.0895646,-1.29641
1886,0.000286,0.0895646,-1.30248
1887,0.000287,0.0895646,-1.30855
1888,0.000288,0.0895646,-1.31614
1889,0.000289,0.0895646,-1.32222
1890,0.00029,0.0895646,-1.32525
1891,0.000291,0.0895646,-1.33132
1892,0.000292,0.0895646,-1.33892
1893,0.000293,0.0895646,-1.34499
1894,0.000294,0.0895646,-1.34802
1895,0.000295,0.0895646,-1.3541
1896,0.000296,0.0895646,-1.36169
1897,0.000297,0.0895646,-1.36776
1898,0.000298,0.0895646,-1.37079
1899,0.000299,0.0895646,-1.37535
1900,0.0003,0.0895646,-1.38142
1901,0.000301,0.0895646,-1.38749
1902,0.000302,0.0895646,-1.39356
1903,0.000303,0.0895646,-1.39508
1904,0.000304,0.0895646,-1.40115
1905,0.000305,0.0880466,-1.40875
1906,0.000306,0.0895646,-1.41178
1907,0.000307,0.0895646,-1.41634
1908,0.000308,0.0895646,-1.42089
1909,0.000309,0.0865285,-1.42544
1910,0.00031,0.0865285,-1.43152
1911,0.000311,0.0895646,-1.43455
1912,0.000312,0.0895646,-1.44062
1913,0.000313,0.0895646,-1.44366
1914,0.000314,0.0895646,-1.4467
1915,0.000315,0.0895646,-1.45277
1916,0.000316,0.0895646,-1.45884
1917,0.000317,0.0895646,-1.46188
1918,0.000318,0.0895646,-1.46491
1919,0.000319,0.0895646,-1.46947
1920,0.00032,0.0895646,-1.47402
1921,0.000321,0.0880466,-1.48009
1922,0.000322,0.0865285,-1.48161
1923,0.000323,0.0850105,-1.48465
1924,0.000324,0.0834924,-1.48768
1925,0.000325,0.0880466,-1.49072
1926,0.000326,0.0850105,-1.49376
1927,0.000327,0.0865285,-1.49831
1928,0.000328,0.0834924,-1.50286
1929,0.000329,0.0850105,-1.50286
1930,0.00033,0.0865285,-1.50894
1931,0.000331,0.0865285,-1.50894
1932,0.000332,0.0850105,-1.51349
1933,0.000333,0.0850105,-1.51653
1934,0.000334,0.0850105,-1.52108
1935,0.000335,0.0850105,-1.52108
1936,0.000336,0.0865285,-1.52563
1937,0.000337,0.0850105,-1.52867
1938,0.000338,0.0850105,-1.53171
1939,0.000339,0.0850105,-1.53171
1940,0.00034,0.0850105,-1.53626
1941,0.000341,0.0804563,-1.53626
1942,0.000342,0.0819744,-1.5393
1943,0.000343,0.0819744,-1.5393
1944,0.000344,0.0819744,-1.54385
1945,0.000345,0.0819744,-1.54689
1946,0.000346,0.0819744,-1.54689
1947,0.000347,0.0819744,-1.54689
1948,0.000348,0.0819744,-1.54992
1949,0.000349,0.0819744,-1.55144
1950,0.00035,0.0819744,-1.55448
1951,0.000351,0.0819744,-1.55448
1952,0.000352,0.0819744,-1.55751
1953,0.000353,0.0819744,-1.556
1954,0.000354,0.0819744,-1.55903
1955,0.000355,0.0819744,-1.56055
1956,0.000356,0.0819744,-1.56359
1957,0.000357,0.0819744,-1.56359
1958,0.000358,0.0819744,-1.56662
1959,0.000359,0.0819744,-1.56966
1960,0.00036,0.0819744,-1.56814
1961,0.000361,0.0819744,-1.57118
1962,0.000362,0.0819744,-1.57269
1963,0.000363,0.0819744,-1.57421
1964,0.000364,0.0789383,-1.57421
1965,0.000365,0.0789383,-1.57421
1966,0.000366,0.0789383,-1.57725
1967,0.000367,0.0789383,-1.57573
1968,0.000368,0.0789383,-1.57573
1969,0.000369,0.0789383,-1.57877
1970,0.00037,0.0789383,-1.57725
1971,0.000371,0.0789383,-1.57725
1972,0.000372,0.0789383,-1.57877
1973,0.000373,0.0759022,-1.57877
1974,0.000374,0.0774203,-1.57877
1975,0.000375,0.0743842,-1.57877
1976,0.000376,0.0759022,-1.57877
1977,0.000377,0.0743842,-1.57725
1978,0.000378,0.0774203,-1.57725
1979,0.000379,0.0743842,-1.57725
1980,0.00038,0.0789383,-1.57725
1981,0.000381,0.0759022,-1.57725
1982,0.000382,0.0774203,-1.57725
1983,0.000383,0.0774203,-1.57877
1984,0.000384,0.0759022,-1.57421
1985,0.000385,0.0759022,-1.57877
1986,0.000386,0.0759022,-1.57573
1987,0.000387,0.0759022,-1.57877
1988,0.000388,0.0759022,-1.57725
1989,0.000389,0.0728661,-1.57573
1990,0.00039,0.0743842,-1.57421
1991,0.000391,0.0743842,-1.57573
1992,0.000392,0.0728661,-1.57269
1993,0.000393,0.0728661,-1.57421
1994,0.000394,0.0728661,-1.57118
1995,0.000395,0.0728661,-1.57118
1996,0.000396,0.0667939,-1.57118
1997,0.000397,0.068312,-1.56814
1998,0.000398,0.068312,-1.56662
1999,0.000399,0.0667939,-1.56359
2000,0.0004,0.0728661,-1.56207
2001,0.000401,0.068312,-1.56207
2002,0.000402,0.0667939,-1.55903
2003,0.000403,0.068312,-1.55903
2004,0.000404,0.068312,-1.55751
2005,0.000405,0.068312,-1.556
2006,0.000406,0.0667939,-1.55448
2007,0.000407,0.0713481,-1.55144
2008,0.000408,0.0667939,-1.55144
2009,0.000409,0.0637579,-1.54992
2010,0.00041,0.0652759,-1.54689
2011,0.000411,0.0637579,-1.54537
2012,0.000412,0.0652759,-1.54233
2013,0.000413,0.0637579,-1.54233
2014,0.000414,0.0622398,-1.53778
2015,0.000415,0.0622398,-1.53474
2016,0.000416,0.0622398,-1.53171
2017,0.000417,0.0622398,-1.53019
2018,0.000418,0.0622398,-1.52715
2019,0.000419,0.0622398,-1.52412
2020,0.00042,0.0607218,-1.5226
2021,0.000421,0.0622398,-1.51653
2022,0.000422,0.0622398,-1.51653
2023,0.000423,0.0622398,-1.51349
2024,0.000424,0.0622398,-1.51045
2025,0.000425,0.0607218,-1.50894
2026,0.000426,0.0576857,-1.5059
2027,0.000427,0.0592037,-1.50286
2028,0.000428,0.0576857,-1.49831
2029,0.000429,0.0592037,-1.49376
2030,0.00043,0.0592037,-1.49072
2031,0.000431,0.0546496,-1.48768
2032,0.000432,0.0546496,-1.48465
2033,0.000433,0.0546496,-1.48161
2034,0.000434,0.0546496,-1.47858
2035,0.000435,0.0546496,-1.47554
2036,0.000436,0.0546496,-1.46947
2037,0.000437,0.0561676,-1.46643
2038,0.000438,0.0561676,-1.46188
2039,0.000439,0.0531316,-1.45884
2040,0.00044,0.0546496,-1.4558
2041,0.000441,0.0531316,-1.45429
2042,0.000442,0.0500955,-1.4467
2043,0.000443,0.0516135,-1.44518
2044,0.000444,0.0516135,-1.43911
2045,0.000445,0.0516135,-1.43759
2046,0.000446,0.0485774,-1.43152
2047,0.000447,0.0485774,-1.42544
2048,0.000448,0.0485774,-1.42089
2049,0.000449,0.0485774,-1.41785
2050,0.00045,0.0485774,-1.41178
2051,0.000451,0.0485774,-1.41026
2052,0.000452,0.0485774,-1.40267
2053,0.000453,0.0485774,-1.39812
2054,0.000454,0.0485774,-1.39508
2055,0.000455,0.0440233,-1.39205
2056,0.000456,0.0440233,-1.38446
