Sample,Time(S),CH1(V),CH2(V)
698,-0.000902,0.0197346,0.393173
699,-0.000901,0.0212526,0.382547
700,-0.0009,0.0197346,0.373439
701,-0.000899,0.0242887,0.362813
702,-0.000898,0.0273248,0.353704
703,-0.000897,0.0242887,0.343078
704,-0.000896,0.0273248,0.332452
705,-0.000895,0.0273248,0.323343
706,-0.000894,0.0273248,0.312717
707,-0.000893,0.0273248,0.303609
708,-0.000892,0.0273248,0.292983
709,-0.000891,0.0258068,0.283874
710,-0.00089,0.0288428,0.273248
711,-0.000889,0.0288428,0.26414
712,-0.000888,0.0303609,0.253513
713,-0.000887,0.0288428,0.242887
714,-0.000886,0.033397,0.233779
715,-0.000885,0.033397,0.223153
716,-0.000884,0.033397,0.212526
717,-0.000883,0.033397,0.2019
718,-0.000882,0.033397,0.189756
719,-0.000881,0.033397,0.180647
720,-0.00088,0.0318789,0.171539
721,-0.000879,0.034915,0.159395
722,-0.000878,0.033397,0.150286
723,-0.000877,0.0364331,0.141178
724,-0.000876,0.0379511,0.130552
725,-0.000875,0.0379511,0.119925
726,-0.000874,0.0364331,0.109299
727,-0.000873,0.0394692,0.100191
728,-0.000872,0.0409872,0.0880466
729,-0.000871,0.0409872,0.0789383
730,-0.00087,0.0409872,0.0667939
731,-0.000869,0.0409872,0.0576857
732,-0.000868,0.0409872,0.0485774
733,-0.000867,0.0409872,0.0379511
734,-0.000866,0.0409872,0.0288428
735,-0.000865,0.0409872,0.0166985
736,-0.000864,0.0440233,0.00759022
737,-0.000863,0.0440233,-0.00303609
738,-0.000862,0.0425052,-0.0136624
739,-0.000861,0.0440233,-0.0227707
740,-0.00086,0.0440233,-0.033397
741,-0.000859,0.0485774,-0.0440233
742,-0.000858,0.0485774,-0.0546496
743,-0.000857,0.0485774,-0.0652759
744,-0.000856,0.0485774,-0.0759022
745,-0.000855,0.0485774,-0.0865285
746,-0.000854,0.0470594,-0.0971548
747,-0.000853,0.0485774,-0.106263
748,-0.000852,0.0485774,-0.116889
749,-0.000851,0.0470594,-0.125998
750,-0.00085,0.0516135,-0.135106
751,-0.000849,0.0516135,-0.145732
752,-0.000848,0.0516135,-0.157877
753,-0.000847,0.0485774,-0.166985
754,-0.000846,0.0500955,-0.177611
755,-0.000845,0.0531316,-0.188237
756,-0.000844,0.0546496,-0.197346
757,-0.000843,0.0546496,-0.206454
758,-0.000842,0.0546496,-0.220116
759,-0.000841,0.0546496,-0.229225
760,-0.00084,0.0546496,-0.239851
761,-0.000839,0.0546496,-0.248959
762,-0.000838,0.0546496,-0.259586
763,-0.000837,0.0546496,-0.268694
764,-0.000836,0.0531316,-0.27932
765,-0.000835,0.0576857,-0.288428
766,-0.000834,0.0576857,-0.297537
767,-0.000833,0.0576857,-0.308163
768,-0.000832,0.0592037,-0.317271
769,-0.000831,0.0561676,-0.327898
770,-0.00083,0.0607218,-0.337006
771,-0.000829,0.0607218,-0.34915
772,-0.000828,0.0622398,-0.358258
773,-0.000827,0.0607218,-0.367367
774,-0.000826,0.0622398,-0.379511
775,-0.000825,0.0607218,-0.388619
776,-0.000824,0.0607218,-0.399246
777,-0.000823,0.0622398,-0.408354
778,-0.000822,0.0622398,-0.420498
779,-0.000821,0.0622398,-0.42657
780,-0.00082,0.0622398,-0.435679
781,-0.000819,0.0622398,-0.446305
782,-0.000818,0.0652759,-0.455413
783,-0.000817,0.0652759,-0.46604
784,-0.000816,0.0652759,-0.475148
785,-0.000815,0.0652759,-0.485774
786,-0.000814,0.0637579,-0.494882
787,-0.000813,0.0667939,-0.503991
788,-0.000812,0.0713481,-0.516135
789,-0.000811,0.0667939,-0.525243
790,-0.00081,0.0713481,-0.53587
791,-0.000809,0.068312,-0.546496
792,-0.000808,0.068312,-0.555604
793,-0.000807,0.068312,-0.566231
794,-0.000806,0.068312,-0.572303
795,-0.000805,0.068312,-0.584447
796,-0.000804,0.0713481,-0.593555
797,-0.000803,0.0713481,-0.602664
798,-0.000802,0.0713481,-0.611772
799,-0.000801,0.0713481,-0.62088
800,-0.0008,0.0713481,-0.629988
801,-0.000799,0.0743842,-0.639097
802,-0.000798,0.0743842,-0.648205
803,-0.000797,0.0743842,-0.657313
804,-0.000796,0.0743842,-0.666421
805,-0.000795,0.0743842,-0.677048
806,-0.000794,0.0728661,-0.684638
807,-0.000793,0.0774203,-0.695264
808,-0.000792,0.0759022,-0.704373
809,-0.000791,0.0789383,-0.714999
810,-0.00079,0.0774203,-0.722589
811,-0.000789,0.0774203,-0.731697
812,-0.000788,0.0774203,-0.743842
813,-0.000787,0.0774203,-0.749914
814,-0.000786,0.0774203,-0.762058
815,-0.000785,0.0774203,-0.76813
816,-0.000784,0.0759022,-0.778757
817,-0.000783,0.0774203,-0.786347
818,-0.000782,0.0759022,-0.796973
819,-0.000781,0.0759022,-0.803045
820,-0.00078,0.0774203,-0.812154
821,-0.000779,0.0774203,-0.819744
822,-0.000778,0.0759022,-0.83037
823,-0.000777,0.0789383,-0.836442
824,-0.000776,0.0789383,-0.845551
825,-0.000775,0.0789383,-0.856177
826,-0.000774,0.0804563,-0.862249
827,-0.000773,0.0804563,-0.872875
828,-0.000772,0.0774203,-0.881984
829,-0.000771,0.0804563,-0.888056
830,-0.00077,0.0789383,-0.898682
831,-0.000769,0.0774203,-0.90779
832,-0.000768,0.0834924,-0.913863
833,-0.000767,0.0834924,-0.921453
834,-0.000766,0.0834924,-0.932079
835,-0.000765,0.0834924,-0.939669
836,-0.000764,0.0819744,-0.948778
837,-0.000763,0.0819744,-0.956368
838,-0.000762,0.0819744,-0.965476
839,-0.000761,0.0834924,-0.974584
840,-0.00076,0.0804563,-0.980657
841,-0.000759,0.0804563,-0.992801
842,-0.000758,0.0834924,-0.998873
843,-0.000757,0.0804563,-1.00495
844,-0.000756,0.0819744,-1.01557
845,-0.000755,0.0819744,-1.02164
846,-0.000754,0.0819744,-1.02772
847,-0.000753,0.0804563,-1.03379
848,-0.000752,0.0834924,-1.04441
849,-0.000751,0.0819744,-1.052
850,-0.00075,0.0834924,-1.05656
851,-0.000749,0.0804563,-1.06719
852,-0.000748,0.0819744,-1.07326
853,-0.000747,0.0834924,-1.07933
854,-0.000746,0.0804563,-1.08844
855,-0.000745,0.0850105,-1.09299
856,-0.000744,0.0865285,-1.09906
857,-0.000743,0.0865285,-1.10969
858,-0.000742,0.0834924,-1.11576
859,-0.000741,0.0834924,-1.12335
860,-0.00074,0.0865285,-1.13094
861,-0.000739,0.0850105,-1.13702
862,-0.000738,0.0834924,-1.14461
863,-0.000737,0.0865285,-1.1522
864,-0.000736,0.0865285,-1.15827
865,-0.000735,0.0850105,-1.16586
866,-0.000734,0.0850105,-1.17193
867,-0.000733,0.0865285,-1.17952
868,-0.000732,0.0850105,-1.18559
869,-0.000731,0.0850105,-1.19166
870,-0.00073,0.0865285,-1.19925
871,-0.000729,0.0865285,-1.20381
872,-0.000728,0.0850105,-1.21292
873,-0.000727,0.0850105,-1.21444
874,-0.000726,0.0880466,-1.22658
875,-0.000725,0.0895646,-1.23113
876,-0.000724,0.0865285,-1.23721
877,-0.000723,0.0895646,-1.2448
878,-0.000722,0.0895646,-1.25087
879,-0.000721,0.0895646,-1.25694
880,-0.00072,0.0895646,-1.26301
881,-0.000719,0.0895646,-1.2706
882,-0.000718,0.0895646,-1.27668
883,-0.000717,0.0895646,-1.28427
884,-0.000716,0.0895646,-1.2873
885,-0.000715,0.0895646,-1.29489
886,-0.000714,0.0895646,-1.30096
887,-0.000713,0.0895646,-1.30704
888,-0.000712,0.0895646,-1.31463
889,-0.000711,0.0895646,-1.3207
890,-0.00071,0.0895646,-1.32677
891,-0.000709,0.0895646,-1.32981
892,-0.000708,0.0880466,-1.3374
893,-0.000707,0.0895646,-1.34347
894,-0.000706,0.0895646,-1.34802
895,-0.000705,0.0895646,-1.3541
896,-0.000704,0.0895646,-1.36017
897,-0.000703,0.0895646,-1.36472
898,-0.000702,0.0895646,-1.37079
899,-0.000701,0.0895646,-1.37535
900,-0.0007,0.0895646,-1.37838
901,-0.000699,0.0895646,-1.38597
902,-0.000698,0.0895646,-1.39053
903,-0.000697,0.0895646,-1.39508
904,-0.000696,0.0895646,-1.40115
905,-0.000695,0.0895646,-1.40571
906,-0.000694,0.0895646,-1.41026
907,-0.000693,0.0895646,-1.41482
908,-0.000692,0.0895646,-1.41937
909,-0.000691,0.0895646,-1.42393
910,-0.00069,0.0895646,-1.43152
911,-0.000689,0.0895646,-1.43455
912,-0.000688,0.0895646,-1.43911
913,-0.000687,0.0895646,-1.44214
914,-0.000686,0.0895646,-1.4467
915,-0.000685,0.0880466,-1.45429
916,-0.000684,0.0910827,-1.4558
917,-0.000683,0.0895646,-1.46036
918,-0.000682,0.0895646,-1.46643
919,-0.000681,0.0895646,-1.46947
920,-0.00068,0.0895646,-1.47402
921,-0.000679,0.0895646,-1.47858
922,-0.000678,0.0865285,-1.48161
923,-0.000677,0.0834924,-1.48465
924,-0.000676,0.0865285,-1.48768
925,-0.000675,0.0865285,-1.49072
926,-0.000674,0.0850105,-1.49224
927,-0.000673,0.0880466,-1.49679
928,-0.000672,0.0834924,-1.49983
929,-0.000671,0.0865285,-1.50286
930,-0.00067,0.0850105,-1.5059
931,-0.000669,0.0850105,-1.50894
932,-0.000668,0.0850105,-1.51045
933,-0.000667,0.0865285,-1.51501
934,-0.000666,0.0865285,-1.51956
935,-0.000665,0.0865285,-1.5226
936,-0.000664,0.0865285,-1.5226
937,-0.000663,0.0834924,-1.52715
938,-0.000662,0.0834924,-1.52867
939,-0.000661,0.0850105,-1.53171
940,-0.00066,0.0865285,-1.53474
941,-0.000659,0.0819744,-1.53778
942,-0.000658,0.0819744,-1.53778
943,-0.000657,0.0819744,-1.5393
944,-0.000656,0.0819744,-1.54385
945,-0.000655,0.0819744,-1.54537
946,-0.000654,0.0819744,-1.54537
947,-0.000653,0.0819744,-1.54841
948,-0.000652,0.0819744,-1.55144
949,-0.000651,0.0819744,-1.55144
950,-0.00065,0.0819744,-1.55144
951,-0.000649,0.0819744,-1.55448
952,-0.000648,0.0819744,-1.556
953,-0.000647,0.0819744,-1.55903
954,-0.000646,0.0819744,-1.55751
955,-0.000645,0.0819744,-1.56055
956,-0.000644,0.0819744,-1.56207
957,-0.000643,0.0819744,-1.56359
958,-0.000642,0.0819744,-1.56814
959,-0.000641,0.0819744,-1.56814
960,-0.00064,0.0819744,-1.56814
961,-0.000639,0.0819744,-1.57118
962,-0.000638,0.0819744,-1.57118
963,-0.000637,0.0819744,-1.57269
964,-0.000636,0.0789383,-1.57573
965,-0.000635,0.0789383,-1.57573
966,-0.000634,0.0789383,-1.57269
967,-0.000633,0.0819744,-1.57725
968,-0.000632,0.0774203,-1.57725
969,-0.000631,0.0789383,-1.57725
970,-0.00063,0.0789383,-1.57725
971,-0.000629,0.0789383,-1.58028
972,-0.000628,0.0789383,-1.57877
973,-0.000627,0.0759022,-1.57877
974,-0.000626,0.0774203,-1.57877
975,-0.000625,0.0759022,-1.58028
976,-0.000624,0.0759022,-1.57573
977,-0.000623,0.0759022,-1.58028
978,-0.000622,0.0759022,-1.57725
979,-0.000621,0.0759022,-1.57877
980,-0.00062,0.0759022,-1.57877
981,-0.000619,0.0759022,-1.57725
982,-0.000618,0.0774203,-1.57725
983,-0.000617,0.0774203,-1.57725
984,-0.000616,0.0774203,-1.57725
985,-0.000615,0.0774203,-1.57725
986,-0.000614,0.0759022,-1.57725
987,-0.000613,0.0759022,-1.57725
988,-0.000612,0.0743842,-1.57725
989,-0.000611,0.0743842,-1.57725
990,-0.00061,0.0743842,-1.57725
991,-0.000609,0.0743842,-1.57421
992,-0.000608,0.0743842,-1.57421
993,-0.000607,0.0728661,-1.57421
994,-0.000606,0.0728661,-1.57269
995,-0.000605,0.0728661,-1.57269
996,-0.000604,0.0667939,-1.57269
997,-0.000603,0.068312,-1.56814
998,-0.000602,0.0667939,-1.56966
999,-0.000601,0.0728661,-1.56662
1000,-0.0006,0.068312,-1.56207
1001,-0.000599,0.068312,-1.56207
1002,-0.000598,0.068312,-1.56207
1003,-0.000597,0.068312,-1.55903
1004,-0.000596,0.068312,-1.55903
1005,-0.000595,0.068312,-1.55751
1006,-0.000594,0.0713481,-1.556
1007,-0.000593,0.0667939,-1.55448
1008,-0.000592,0.068312,-1.55296
1009,-0.000591,0.0637579,-1.55144
1010,-0.00059,0.0652759,-1.54992
1011,-0.000589,0.0637579,-1.54689
1012,-0.000588,0.0652759,-1.54385
1013,-0.000587,0.0652759,-1.54385
1014,-0.000586,0.0622398,-1.53778
1015,-0.000585,0.0622398,-1.53778
1016,-0.000584,0.0622398,-1.53322
1017,-0.000583,0.0622398,-1.53019
1018,-0.000582,0.0592037,-1.52715
1019,-0.000581,0.0607218,-1.52715
1020,-0.00058,0.0607218,-1.52412
1021,-0.000579,0.0622398,-1.52108
1022,-0.000578,0.0622398,-1.51653
1023,-0.000577,0.0622398,-1.51349
1024,-0.000576,0.0622398,-1.51349
1025,-0.000575,0.0607218,-1.51045
1026,-0.000574,0.0592037,-1.5059
1027,-0.000573,0.0576857,-1.50286
1028,-0.000572,0.0576857,-1.49983
1029,-0.000571,0.0592037,-1.49679
1030,-0.00057,0.0592037,-1.49224
1031,-0.000569,0.0546496,-1.4892
1032,-0.000568,0.0546496,-1.48617
1033,-0.000567,0.0531316,-1.48313
1034,-0.000566,0.0561676,-1.48009
1035,-0.000565,0.0546496,-1.47706
1036,-0.000564,0.0561676,-1.47098
1037,-0.000563,0.0561676,-1.46795
1038,-0.000562,0.0561676,-1.46339
1039,-0.000561,0.0561676,-1.46188
1040,-0.00056,0.0546496,-1.45884
1041,-0.000559,0.0546496,-1.4558
1042,-0.000558,0.0516135,-1.45125
1043,-0.000557,0.0531316,-1.44518
1044,-0.000556,0.0531316,-1.44214
1045,-0.000555,0.0516135,-1.43759
1046,-0.000554,0.0485774,-1.43455
1047,-0.000553,0.0485774,-1.43
1048,-0.000552,0.0485774,-1.42393
1049,-0.000551,0.0470594,-1.41937
1050,-0.00055,0.0500955,-1.41482
1051,-0.000549,0.0470594,-1.41026
1052,-0.000548,0.0500955,-1.40723
1053,-0.000547,0.0470594,-1.40115
1054,-0.000546,0.0485774,-1.39812
1055,-0.000545,0.0485774,-1.39205
1056,-0.000544,0.0425052,-1.38749
1057,-0.000543,0.0440233,-1.38294
1058,-0.000542,0.0440233,-1.37687
1059,-0.000541,0.0440233,-1.37231
1060,-0.00054,0.0409872,-1.36624
1061,-0.000539,0.0409872,-1.3632
1062,-0.000538,0.0409872,-1.35865
1063,-0.000537,0.0409872,-1.35106
1064,-0.000536,0.0409872,-1.34651
1065,-0.000535,0.0409872,-1.34043
1066,-0.000534,0.0409872,-1.33588
1067,-0.000533,0.0409872,-1.32829
1068,-0.000532,0.0394692,-1.32373
1069,-0.000531,0.0364331,-1.31918
1070,-0.00053,0.0364331,-1.31463
1071,-0.000529,0.0364331,-1.30704
1072,-0.000528,0.0364331,-1.30096
1073,-0.000527,0.034915,-1.29641
1074,-0.000526,0.0318789,-1.29034
1075,-0.000525,0.033397,-1.28275
1076,-0.000524,0.033397,-1.27668
1077,-0.000523,0.033397,-1.2706
1078,-0.000522,0.033397,-1.26453
1079,-0.000521,0.033397,-1.25846
1080,-0.00052,0.033397,-1.25239
1081,-0.000519,0.033397,-1.24631
1082,-0.000518,0.0303609,-1.24024
1083,-0.000517,0.0288428,-1.23113
1084,-0.000516,0.0303609,-1.22962
1085,-0.000515,0.0303609,-1.22203
1086,-0.000514,0.0273248,-1.21444
1087,-0.000513,0.0242887,-1.20836
1088,-0.000512,0.0258068,-1.20077
1089,-0.000511,0.0258068,-1.19318
1090,-0.00051,0.0258068,-1.18711
1091,-0.000509,0.0258068,-1.18104
1092,-0.000508,0.0258068,-1.17497
1093,-0.000507,0.0258068,-1.16738
1094,-0.000506,0.0258068,-1.1613
1095,-0.000505,0.0212526,-1.15371
1096,-0.000504,0.0212526,-1.14612
1097,-0.000503,0.0212526,-1.14005
1098,-0.000502,0.0197346,-1.13398
1099,-0.000501,0.0197346,-1.12335
1100,-0.0005,0.0197346,-1.11728
1101,-0.000499,0.0197346,-1.10969
1102,-0.000498,0.0197346,-1.1021
1103,-0.000497,0.0166985,-1.09603
1104,-0.000496,0.0182165,-1.08996
1105,-0.000495,0.0182165,-1.07933
1106,-0.000494,0.0182165,-1.07478
1107,-0.000493,0.0151804,-1.06719
1108,-0.000492,0.0166985,-1.05656
1109,-0.000491,0.0136624,-1.052
1110,-0.00049,0.0136624,-1.0429
1111,-0.000489,0.0106263,-1.03682
1112,-0.000488,0.0106263,-1.0262
1113,-0.000487,0.0136624,-1.02013
1114,-0.000486,0.0106263,-1.0095
1115,-0.000485,0.0121444,-1.00343
1116,-0.000484,0.0121444,-0.995837
1117,-0.000483,0.0106263,-0.988247
1118,-0.000482,0.0106263,-0.982175
1119,-0.000481,0.00607218,-0.971548
1120,-0.00048,0.00910827,-0.963958
1121,-0.000479,0.00759022,-0.95485
1122,-0.000478,0.00759022,-0.948778
1123,-0.000477,0.00455413,-0.938151
1124,-0.000476,0.00607218,-0.929043
1125,-0.000475,0.00607218,-0.922971
1126,-0.000474,0.00607218,-0.913863
1127,-0.000473,0.00607218,-0.904754
1128,-0.000472,0.00607218,-0.895646
1129,-0.000471,0.00455413,-0.888056
1130,-0.00047,0.00455413,-0.878948
1131,-0.000469,0.00151804,-0.871357
1132,-0.000468,0.00303609,-0.863767
1133,-0.000467,0,-0.856177
1134,-0.000466,0,-0.844033
1135,-0.000465,0,-0.83796
1136,-0.000464,0,-0.825816
1137,-0.000463,-0.00455413,-0.819744
1138,-0.000462,0,-0.810636
1139,-0.000461,0,-0.800009
1140,-0.00046,0,-0.793937
1141,-0.000459,0,-0.784829
1142,-0.000458,-0.00455413,-0.774203
1143,-0.000457,-0.00455413,-0.765094
1144,-0.000456,-0.00607218,-0.757504
1145,-0.000455,-0.00455413,-0.746878
1146,-0.000454,-0.00759022,-0.739288
1147,-0.000453,-0.00759022,-0.725625
1148,-0.000452,-0.00759022,-0.721071
1149,-0.000451,-0.00607218,-0.708927
1150,-0.00045,-0.00910827,-0.699818
1151,-0.000449,-0.00910827,-0.692228
1152,-0.000448,-0.00910827,-0.681602
1153,-0.000447,-0.00910827,-0.674012
1154,-0.000446,-0.00910827,-0.663385
1155,-0.000445,-0.00910827,-0.655795
1156,-0.000444,-0.00910827,-0.648205
1157,-0.000443,-0.00910827,-0.637579
1158,-0.000442,-0.0121444,-0.629988
1159,-0.000441,-0.0121444,-0.617844
1160,-0.00044,-0.0121444,-0.611772
1161,-0.000439,-0.0121444,-0.602664
1162,-0.000438,-0.0121444,-0.593555
1163,-0.000437,-0.0121444,-0.584447
1164,-0.000436,-0.0121444,-0.576857
1165,-0.000435,-0.0121444,-0.566231
1166,-0.000434,-0.0151804,-0.55864
1167,-0.000433,-0.0151804,-0.548014
1168,-0.000432,-0.0151804,-0.538906
1169,-0.000431,-0.0166985,-0.531316
1170,-0.00043,-0.0197346,-0.520689
1171,-0.000429,-0.0182165,-0.511581
1172,-0.000428,-0.0182165,-0.502473
1173,-0.000427,-0.0197346,-0.493364
1174,-0.000426,-0.0182165,-0.482738
1175,-0.000425,-0.0182165,-0.47363
1176,-0.000424,-0.0197346,-0.464522
1177,-0.000423,-0.0212526,-0.456931
1178,-0.000422,-0.0212526,-0.446305
1179,-0.000421,-0.0227707,-0.435679
1180,-0.00042,-0.0212526,-0.42657
1181,-0.000419,-0.0258068,-0.417462
1182,-0.000418,-0.0258068,-0.406836
1183,-0.000417,-0.0273248,-0.397728
1184,-0.000416,-0.0273248,-0.387101
1185,-0.000415,-0.0273248,-0.377993
1186,-0.000414,-0.0273248,-0.370403
1187,-0.000413,-0.0273248,-0.358258
1188,-0.000412,-0.0258068,-0.350668
1189,-0.000411,-0.0288428,-0.340042
1190,-0.00041,-0.0303609,-0.330934
1191,-0.000409,-0.0303609,-0.320307
1192,-0.000408,-0.0288428,-0.311199
1193,-0.000407,-0.0318789,-0.305127
1194,-0.000406,-0.0318789,-0.291465
1195,-0.000405,-0.033397,-0.282356
1196,-0.000404,-0.033397,-0.270212
1197,-0.000403,-0.033397,-0.261104
1198,-0.000402,-0.0318789,-0.251995
1199,-0.000401,-0.033397,-0.242887
1200,-0.0004,-0.0318789,-0.233779
1201,-0.000399,-0.034915,-0.223153
1202,-0.000398,-0.0364331,-0.214044
1203,-0.000397,-0.0364331,-0.203418
1204,-0.000396,-0.034915,-0.19431
1205,-0.000395,-0.0379511,-0.183683
1206,-0.000394,-0.0379511,-0.171539
1207,-0.000393,-0.0409872,-0.160913
1208,-0.000392,-0.0409872,-0.151804
1209,-0.000391,-0.0409872,-0.142696
1210,-0.00039,-0.0409872,-0.130552
1211,-0.000389,-0.0379511,-0.121444
1212,-0.000388,-0.0394692,-0.110817
1213,-0.000387,-0.0394692,-0.101709
1214,-0.000386,-0.0425052,-0.0910827
1215,-0.000385,-0.0440233,-0.0819744
1216,-0.000384,-0.0440233,-0.0728661
1217,-0.000383,-0.0425052,-0.0622398
1218,-0.000382,-0.0455413,-0.0531316
1219,-0.000381,-0.0485774,-0.0425052
1220,-0.00038,-0.0485774,-0.0318789
1221,-0.000379,-0.0485774,-0.0212526
1222,-0.000378,-0.0485774,-0.0121444
1223,-0.000377,-0.0485774,0.00151804
1224,-0.000376,-0.0485774,0.00607218
1225,-0.000375,-0.0485774,0.0182165
1226,-0.000374,-0.0500955,0.0273248
1227,-0.000373,-0.0516135,0.0379511
1228,-0.000372,-0.0546496,0.0485774
1229,-0.000371,-0.0531316,0.0576857
1230,-0.00037,-0.0546496,0.0667939
1231,-0.000369,-0.0546496,0.0789383
1232,-0.000368,-0.0576857,0.0880466
1233,-0.000367,-0.0576857,0.100191
1234,-0.000366,-0.0546496,0.109299
1235,-0.000365,-0.0561676,0.119925
1236,-0.000364,-0.0546496,0.13207
1237,-0.000363,-0.0561676,0.141178
1238,-0.000362,-0.0576857,0.150286
1239,-0.000361,-0.0576857,0.159395
1240,-0.00036,-0.0576857,0.171539
1241,-0.000359,-0.0607218,0.180647
1242,-0.000358,-0.0576857,0.189756
1243,-0.000357,-0.0607218,0.2019
1244,-0.000356,-0.0592037,0.212526
1245,-0.000355,-0.0607218,0.221634
1246,-0.000354,-0.0637579,0.233779
1247,-0.000353,-0.0637579,0.242887
1248,-0.000352,-0.0637579,0.255031
1249,-0.000351,-0.0637579,0.26414
1250,-0.00035,-0.0637579,0.273248
1251,-0.000349,-0.0637579,0.283874
1252,-0.000348,-0.0637579,0.292983
1253,-0.000347,-0.0622398,0.305127
1254,-0.000346,-0.0622398,0.314235
1255,-0.000345,-0.0652759,0.324861
1256,-0.000344,-0.0667939,0.33397
1257,-0.000343,-0.0667939,0.343078
1258,-0.000342,-0.0637579,0.353704
1259,-0.000341,-0.0637579,0.362813
1260,-0.00034,-0.06983,0.374957
1261,-0.000339,-0.06983,0.384065
1262,-0.000338,-0.06983,0.394692
1263,-0.000337,-0.06983,0.406836
1264,-0.000336,-0.06983,0.415944
1265,-0.000335,-0.06983,0.425052
1266,-0.000334,-0.06983,0.434161
1267,-0.000333,-0.06983,0.444787
1268,-0.000332,-0.06983,0.453895
1269,-0.000331,-0.06983,0.464522
1270,-0.00033,-0.06983,0.47363
1271,-0.000329,-0.0743842,0.484256
1272,-0.000328,-0.0743842,0.493364
1273,-0.000327,-0.0743842,0.503991
1274,-0.000326,-0.0743842,0.514617
1275,-0.000325,-0.0728661,0.523725
1276,-0.000324,-0.0774203,0.534352
1277,-0.000323,-0.0774203,0.54346
1278,-0.000322,-0.0774203,0.555604
1279,-0.000321,-0.0774203,0.564712
1280,-0.00032,-0.0774203,0.575339
1281,-0.000319,-0.0774203,0.584447
1282,-0.000318,-0.0774203,0.595073
1283,-0.000317,-0.0774203,0.602664
1284,-0.000316,-0.0774203,0.61329
1285,-0.000315,-0.0774203,0.623916
1286,-0.000314,-0.0759022,0.631506
1287,-0.000313,-0.0789383,0.640615
1288,-0.000312,-0.0804563,0.651241
1289,-0.000311,-0.0804563,0.660349
1290,-0.00031,-0.0804563,0.670976
1291,-0.000309,-0.0804563,0.680084
1292,-0.000308,-0.0789383,0.69071
1293,-0.000307,-0.0819744,0.699818
1294,-0.000306,-0.0834924,0.707409
1295,-0.000305,-0.0850105,0.718035
1296,-0.000304,-0.0834924,0.728661
1297,-0.000303,-0.0834924,0.73777
1298,-0.000302,-0.0834924,0.746878
1299,-0.000301,-0.0834924,0.755986
1300,-0.0003,-0.0819744,0.766612
1301,-0.000299,-0.0850105,0.775721
1302,-0.000298,-0.0834924,0.784829
1303,-0.000297,-0.0865285,0.793937
1304,-0.000296,-0.0834924,0.803045
1305,-0.000295,-0.0850105,0.812154
1306,-0.000294,-0.0850105,0.819744
1307,-0.000293,-0.0865285,0.83037
1308,-0.000292,-0.0880466,0.839478
1309,-0.000291,-0.0880466,0.847069
1310,-0.00029,-0.0880466,0.857695
1311,-0.000289,-0.0880466,0.866803
1312,-0.000288,-0.0865285,0.87743
1313,-0.000287,-0.0865285,0.883502
1314,-0.000286,-0.0865285,0.89261
1315,-0.000285,-0.0910827,0.903236
1316,-0.000284,-0.0910827,0.910827
1317,-0.000283,-0.0910827,0.921453
1318,-0.000282,-0.0910827,0.930561
1319,-0.000281,-0.0910827,0.936633
1320,-0.00028,-0.0910827,0.948778
1321,-0.000279,-0.0880466,0.957886
1322,-0.000278,-0.0910827,0.963958
1323,-0.000277,-0.0910827,0.974584
1324,-0.000276,-0.0910827,0.983693
1325,-0.000275,-0.0910827,0.992801
1326,-0.000274,-0.0910827,1.00191
1327,-0.000273,-0.0910827,1.00798
1328,-0.000272,-0.0910827,1.01709
1329,-0.000271,-0.0895646,1.02468
1330,-0.00027,-0.0910827,1.03227
1331,-0.000269,-0.0910827,1.04138
1332,-0.000268,-0.0956368,1.04897
1333,-0.000267,-0.0926007,1.05808
1334,-0.000266,-0.0926007,1.06719
1335,-0.000265,-0.0926007,1.07326
1336,-0.000264,-0.0926007,1.08237
1337,-0.000263,-0.0956368,1.08996
1338,-0.000262,-0.0926007,1.09603
1339,-0.000261,-0.0926007,1.10665
1340,-0.00026,-0.0956368,1.11424
1341,-0.000259,-0.0910827,1.12032
1342,-0.000258,-0.0956368,1.12942
1343,-0.000257,-0.0986729,1.13702
1344,-0.000256,-0.0971548,1.14461
1345,-0.000255,-0.0971548,1.15371
1346,-0.000254,-0.0986729,1.1613
1347,-0.000253,-0.0956368,1.17041
1348,-0.000252,-0.100191,1.178
1349,-0.000251,-0.0971548,1.18559
1350,-0.00025,-0.0986729,1.19318
1351,-0.000249,-0.0956368,1.20077
1352,-0.000248,-0.0956368,1.20836
1353,-0.000247,-0.100191,1.21444
1354,-0.000246,-0.0971548,1.22506
1355,-0.000245,-0.0986729,1.23113
1356,-0.000244,-0.0971548,1.23721
1357,-0.000243,-0.0971548,1.2448
1358,-0.000242,-0.0971548,1.2539
1359,-0.000241,-0.0971548,1.25846
1360,-0.00024,-0.0971548,1.26605
1361,-0.000239,-0.0971548,1.27212
1362,-0.000238,-0.0971548,1.27819
1363,-0.000237,-0.0971548,1.28427
1364,-0.000236,-0.0971548,1.29489
1365,-0.000235,-0.0971548,1.29793
1366,-0.000234,-0.0971548,1.30704
1367,-0.000233,-0.0971548,1.31311
1368,-0.000232,-0.0971548,1.31918
1369,-0.000231,-0.0971548,1.32373
1370,-0.00023,-0.0971548,1.32981
1371,-0.000229,-0.0971548,1.33892
1372,-0.000228,-0.0971548,1.34499
1373,-0.000227,-0.0971548,1.34802
1374,-0.000226,-0.100191,1.35713
1375,-0.000225,-0.100191,1.3632
1376,-0.000224,-0.100191,1.36928
1377,-0.000223,-0.100191,1.37535
